job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
ML Ops Engineer,284008,USD,EX,FL,Switzerland,L,Switzerland,100,"Git, GCP, Scala",PhD,11,Technology,2024-04-29,2024-06-29,1498,6.9,Autonomous Tech
Principal Data Scientist,70870,USD,MI,PT,Ireland,M,Canada,50,"TensorFlow, NLP, GCP",Associate,2,Telecommunications,2024-04-27,2024-06-17,1635,7.9,Advanced Robotics
NLP Engineer,69967,USD,MI,PT,Japan,S,Japan,0,"Spark, NLP, Azure, Linux, Computer Vision",PhD,4,Retail,2025-01-08,2025-02-09,1908,5.9,DeepTech Ventures
Head of AI,128729,USD,EX,FT,Finland,M,Finland,0,"MLOps, Linux, PyTorch, SQL",PhD,15,Media,2025-03-10,2025-04-07,1931,5.2,Autonomous Tech
Data Engineer,100637,JPY,MI,CT,Japan,M,Japan,0,"Java, Scala, Tableau",Master,2,Manufacturing,2024-06-07,2024-08-09,2037,8.2,Smart Analytics
Deep Learning Engineer,84808,EUR,MI,FT,Austria,M,Austria,100,"Git, Linux, Hadoop, GCP, Python",PhD,4,Telecommunications,2024-04-25,2024-05-18,764,5.7,TechCorp Inc
AI Product Manager,68019,USD,EN,FT,Sweden,M,Austria,0,"SQL, Kubernetes, GCP, Spark, MLOps",Bachelor,1,Technology,2024-07-05,2024-09-14,2084,5.7,Quantum Computing Inc
Machine Learning Engineer,173782,USD,SE,PT,Norway,M,Norway,0,"Mathematics, TensorFlow, Tableau",Associate,7,Finance,2024-02-07,2024-04-07,524,7.7,Machine Intelligence Group
AI Consultant,172300,USD,EX,FT,China,L,China,100,"Mathematics, Spark, R, Scala",Master,15,Real Estate,2025-04-05,2025-05-29,1541,6.8,Advanced Robotics
Machine Learning Engineer,205613,USD,SE,PT,Norway,L,Australia,100,"Deep Learning, TensorFlow, R",Bachelor,8,Real Estate,2024-10-01,2024-11-06,1407,5.6,Digital Transformation LLC
Research Scientist,147096,USD,EX,PT,Japan,L,Japan,100,"Tableau, Linux, PyTorch",PhD,12,Finance,2025-04-08,2025-05-26,1333,9.1,Cognitive Computing
Research Scientist,214326,USD,SE,PT,Denmark,L,Sweden,50,"Spark, Statistics, SQL, Python",Associate,6,Healthcare,2024-01-17,2024-03-22,1904,6.4,DeepTech Ventures
AI Product Manager,72372,USD,MI,CT,Israel,S,Chile,50,"Scala, SQL, Spark, GCP",PhD,4,Technology,2024-04-13,2024-05-14,764,8.2,Smart Analytics
NLP Engineer,71060,USD,MI,FT,India,L,India,0,"PyTorch, NLP, TensorFlow, Tableau, Scala",PhD,4,Transportation,2025-04-08,2025-06-14,2235,10.0,DeepTech Ventures
Deep Learning Engineer,62585,USD,EN,PT,Finland,L,Russia,0,"GCP, SQL, NLP, Statistics",PhD,1,Real Estate,2024-03-14,2024-04-09,1943,8.9,Cognitive Computing
Machine Learning Researcher,98155,SGD,MI,FL,Singapore,S,Singapore,0,"Spark, NLP, Python, TensorFlow, Data Visualization",Associate,2,Finance,2025-03-10,2025-04-13,1473,6.1,Smart Analytics
Data Scientist,85251,USD,SE,CT,Ireland,M,Ireland,50,"Hadoop, Java, Spark",Bachelor,5,Gaming,2024-07-04,2024-08-24,2313,8.2,Neural Networks Co
Data Scientist,137317,JPY,SE,FT,Japan,M,Japan,0,"Kubernetes, Spark, GCP, Python, Mathematics",Master,7,Real Estate,2025-04-16,2025-06-17,506,9.5,TechCorp Inc
Head of AI,36007,USD,SE,FT,India,M,India,50,"AWS, Tableau, TensorFlow, Git",Associate,7,Finance,2024-02-07,2024-03-03,730,6.0,Advanced Robotics
ML Ops Engineer,334601,CHF,EX,CT,Switzerland,L,Indonesia,0,"PyTorch, Azure, MLOps",Master,14,Gaming,2024-08-01,2024-09-21,1260,7.9,Predictive Systems
Computer Vision Engineer,105245,GBP,MI,CT,United Kingdom,L,United Kingdom,0,"Spark, R, Computer Vision, Deep Learning, Python",Master,3,Government,2025-03-07,2025-04-04,2141,7.9,AI Innovations
NLP Engineer,80985,EUR,EN,FT,Netherlands,M,Netherlands,0,"Deep Learning, Git, Data Visualization",Bachelor,0,Manufacturing,2024-10-16,2024-12-02,1635,5.9,DataVision Ltd
Data Analyst,155034,EUR,SE,FT,Netherlands,M,Mexico,0,"TensorFlow, Python, MLOps, PyTorch, Tableau",Master,9,Healthcare,2024-11-14,2024-12-31,2353,9.2,Cognitive Computing
AI Research Scientist,83658,AUD,MI,FT,Australia,L,Australia,0,"Linux, TensorFlow, Hadoop, PyTorch",Associate,3,Healthcare,2024-06-30,2024-08-28,2162,5.8,Predictive Systems
Principal Data Scientist,75877,USD,EN,FT,Switzerland,M,Switzerland,100,"Python, GCP, NLP, Linux, Docker",Bachelor,1,Government,2024-03-17,2024-04-19,1002,8.6,Neural Networks Co
AI Research Scientist,100642,USD,MI,CT,Norway,S,Vietnam,100,"Scala, SQL, MLOps",PhD,4,Media,2024-08-01,2024-09-25,1487,7.8,Smart Analytics
Autonomous Systems Engineer,138714,USD,SE,FL,United States,M,Switzerland,100,"Spark, Deep Learning, SQL, Tableau",Associate,9,Manufacturing,2024-11-03,2024-12-03,1023,7.5,Quantum Computing Inc
Research Scientist,158559,USD,MI,FL,Switzerland,L,Switzerland,50,"NLP, Docker, Java, GCP, Tableau",PhD,4,Technology,2024-05-16,2024-06-10,1141,5.2,Predictive Systems
AI Consultant,56703,USD,SE,FT,China,S,China,0,"Git, R, Computer Vision",Bachelor,8,Manufacturing,2024-11-11,2024-12-21,2219,8.7,DeepTech Ventures
AI Product Manager,193865,USD,EX,CT,Australia,M,Australia,50,"Linux, Docker, Data Visualization, SQL, NLP",Master,11,Manufacturing,2024-01-27,2024-02-19,1894,8.0,DeepTech Ventures
Data Engineer,160176,EUR,SE,FT,Netherlands,L,Denmark,50,"Tableau, Computer Vision, Data Visualization, Python, Linux",Master,5,Technology,2024-10-08,2024-12-10,2026,6.2,Digital Transformation LLC
Machine Learning Engineer,99421,CAD,MI,PT,Canada,M,Canada,0,"NLP, GCP, Scala, Tableau",Master,4,Retail,2024-04-20,2024-05-16,1672,6.4,Machine Intelligence Group
AI Specialist,103396,USD,SE,FT,Israel,L,Israel,0,"Spark, Kubernetes, SQL",Master,7,Government,2024-06-03,2024-07-01,2372,9.0,Quantum Computing Inc
Machine Learning Researcher,110547,EUR,MI,FL,Netherlands,M,Singapore,0,"SQL, Java, Docker, Azure",Associate,2,Education,2024-04-14,2024-04-29,573,8.8,Digital Transformation LLC
Data Scientist,39720,USD,SE,FT,India,S,India,0,"R, Kubernetes, Python",Bachelor,9,Automotive,2024-01-14,2024-03-07,580,7.3,DeepTech Ventures
ML Ops Engineer,100617,USD,MI,PT,Finland,M,Ireland,0,"Docker, Scala, Data Visualization, NLP",Associate,2,Manufacturing,2025-04-04,2025-05-20,871,6.8,Cognitive Computing
Robotics Engineer,116679,USD,MI,PT,Sweden,L,Sweden,50,"NLP, Statistics, Python",Bachelor,3,Finance,2024-07-16,2024-09-13,674,6.9,TechCorp Inc
Data Analyst,86245,USD,EN,FT,Denmark,L,Denmark,100,"Python, Azure, GCP",Master,1,Manufacturing,2024-08-06,2024-09-25,2054,7.5,Cognitive Computing
Robotics Engineer,133565,USD,SE,PT,United States,S,South Korea,100,"R, Git, Statistics, Spark, Python",Master,5,Media,2024-12-21,2025-02-26,768,8.0,Cognitive Computing
Deep Learning Engineer,284529,USD,EX,CT,Denmark,M,Denmark,100,"Python, SQL, MLOps, PyTorch, Linux",Associate,16,Telecommunications,2025-01-30,2025-02-16,1161,7.4,Autonomous Tech
Head of AI,95900,EUR,MI,FL,Germany,M,Finland,100,"Hadoop, Azure, Deep Learning, Tableau",Associate,2,Gaming,2025-02-14,2025-04-06,1805,6.1,Neural Networks Co
AI Software Engineer,52501,USD,MI,FT,Ireland,S,Ireland,50,"Git, SQL, Computer Vision, Deep Learning, PyTorch",Bachelor,3,Real Estate,2024-10-21,2024-12-19,542,8.9,Smart Analytics
AI Consultant,31988,USD,EN,PT,China,M,China,50,"Docker, Mathematics, Scala",PhD,0,Automotive,2024-01-14,2024-02-20,2450,6.1,Future Systems
Principal Data Scientist,75728,USD,MI,CT,India,L,Switzerland,100,"MLOps, Linux, Deep Learning, TensorFlow, PyTorch",Associate,2,Government,2025-01-21,2025-02-23,1165,9.0,Digital Transformation LLC
Data Scientist,73178,USD,MI,FT,Austria,M,Austria,100,"Computer Vision, Kubernetes, Spark, AWS",Associate,2,Gaming,2024-05-17,2024-06-17,800,5.1,Cognitive Computing
AI Research Scientist,36376,USD,EN,CT,India,S,India,0,"GCP, Data Visualization, AWS",Bachelor,1,Telecommunications,2024-06-26,2024-09-02,1664,5.1,Digital Transformation LLC
Autonomous Systems Engineer,122080,SGD,SE,PT,Singapore,M,Romania,100,"Tableau, Mathematics, GCP",Bachelor,5,Transportation,2024-11-12,2024-11-28,1587,9.6,Digital Transformation LLC
AI Architect,171976,USD,SE,FT,Ireland,L,Ireland,100,"Deep Learning, Azure, Spark",Associate,6,Energy,2024-04-23,2024-05-26,811,6.3,Quantum Computing Inc
Autonomous Systems Engineer,160895,USD,EX,CT,India,S,China,0,"Kubernetes, Tableau, Spark",Associate,13,Telecommunications,2025-04-08,2025-05-14,1372,9.5,Smart Analytics
Robotics Engineer,76073,USD,SE,CT,Israel,M,Norway,0,"NLP, Docker, TensorFlow, Java",PhD,6,Real Estate,2025-04-15,2025-05-19,2235,7.6,AI Innovations
AI Specialist,142782,USD,EX,CT,Israel,M,Israel,50,"Python, R, MLOps",Associate,19,Telecommunications,2024-03-07,2024-03-26,1181,5.9,DeepTech Ventures
Data Engineer,43977,USD,SE,PT,India,S,Sweden,100,"Scala, Data Visualization, Tableau, Java",Bachelor,9,Automotive,2025-04-22,2025-05-15,1455,8.7,DeepTech Ventures
Deep Learning Engineer,147151,USD,SE,FT,Sweden,M,France,0,"Linux, Azure, Tableau",Associate,9,Gaming,2024-10-17,2024-12-28,828,7.8,Algorithmic Solutions
Principal Data Scientist,118029,USD,SE,FT,Ireland,L,Ireland,0,"TensorFlow, SQL, Tableau",PhD,7,Retail,2024-05-14,2024-07-25,1262,7.4,TechCorp Inc
Data Engineer,172008,USD,SE,FT,United States,L,Denmark,0,"Docker, Git, Hadoop, MLOps",Associate,5,Government,2025-02-12,2025-03-29,1310,6.8,Algorithmic Solutions
Machine Learning Engineer,69277,JPY,EN,PT,Japan,L,Hungary,100,"Kubernetes, Scala, Spark",Master,1,Automotive,2024-04-20,2024-06-03,1022,7.0,Predictive Systems
AI Software Engineer,111568,USD,EX,FT,Japan,S,Japan,0,"Git, Kubernetes, Linux, SQL, GCP",PhD,19,Retail,2024-11-19,2025-01-20,960,6.3,Smart Analytics
NLP Engineer,125873,EUR,MI,CT,Netherlands,L,Netherlands,100,"SQL, Python, Linux, Deep Learning",PhD,4,Automotive,2024-12-20,2025-02-26,1570,7.1,Neural Networks Co
Data Scientist,88690,EUR,MI,PT,France,M,Germany,0,"Kubernetes, MLOps, R",Master,3,Telecommunications,2024-12-04,2025-01-06,2417,9.7,TechCorp Inc
ML Ops Engineer,80426,USD,EN,FL,Canada,L,Canada,0,"Azure, Mathematics, PyTorch",Bachelor,0,Real Estate,2025-02-03,2025-04-01,530,6.3,DataVision Ltd
NLP Engineer,68748,USD,MI,CT,Austria,M,Austria,50,"Python, Scala, TensorFlow, Tableau",Bachelor,4,Education,2024-04-16,2024-06-24,1828,7.3,Cloud AI Solutions
NLP Engineer,53937,USD,EN,FT,South Korea,M,South Korea,0,"Scala, Statistics, R, Linux, Tableau",Master,1,Automotive,2024-09-09,2024-10-30,882,7.7,Machine Intelligence Group
Deep Learning Engineer,204113,USD,SE,PT,Denmark,L,Denmark,50,"Spark, Computer Vision, SQL, Python, TensorFlow",Master,7,Telecommunications,2024-04-09,2024-06-04,1841,6.6,Quantum Computing Inc
AI Product Manager,64605,USD,EN,FT,Norway,S,Norway,50,"Deep Learning, MLOps, Python",Associate,1,Gaming,2025-02-26,2025-03-14,875,8.6,Cloud AI Solutions
Deep Learning Engineer,109943,USD,MI,FT,Norway,L,Norway,50,"PyTorch, TensorFlow, Linux, Python",Associate,4,Transportation,2024-06-09,2024-07-10,1526,7.7,Advanced Robotics
Machine Learning Researcher,171831,JPY,SE,CT,Japan,L,Japan,0,"TensorFlow, Hadoop, NLP",Bachelor,5,Technology,2024-03-30,2024-05-12,1514,6.1,AI Innovations
Research Scientist,90723,USD,MI,PT,United States,M,United States,0,"Hadoop, Mathematics, Tableau",Master,3,Government,2024-07-23,2024-10-01,1136,5.5,Quantum Computing Inc
NLP Engineer,96257,EUR,SE,CT,Austria,M,Thailand,100,"Scala, Linux, Tableau, Data Visualization",Bachelor,9,Technology,2024-11-22,2025-01-31,2016,9.9,DeepTech Ventures
Autonomous Systems Engineer,127393,CAD,SE,FT,Canada,S,Canada,0,"SQL, Tableau, Docker, PyTorch",PhD,6,Finance,2025-03-02,2025-04-06,961,9.6,Digital Transformation LLC
AI Product Manager,96731,USD,SE,PT,Canada,M,Canada,0,"Java, Kubernetes, Azure, Mathematics",Bachelor,9,Education,2024-02-12,2024-04-06,2323,9.0,Quantum Computing Inc
AI Consultant,153253,USD,EX,CT,Ireland,M,Ireland,0,"Kubernetes, Hadoop, Deep Learning",Bachelor,10,Media,2024-01-18,2024-03-30,1495,9.8,Smart Analytics
Deep Learning Engineer,166634,USD,SE,FL,Norway,M,United States,0,"GCP, Python, Scala, Docker",Bachelor,8,Real Estate,2024-02-04,2024-02-29,673,9.3,Future Systems
Head of AI,162695,USD,EX,PT,South Korea,M,Finland,0,"R, NLP, SQL",Associate,12,Government,2024-10-29,2024-12-06,2391,9.4,Smart Analytics
Machine Learning Engineer,129360,EUR,SE,FL,Germany,L,Germany,0,"Python, Kubernetes, Spark",Associate,8,Energy,2024-01-26,2024-03-04,2409,7.1,Digital Transformation LLC
AI Software Engineer,124750,USD,MI,FL,Norway,L,Norway,100,"Linux, Python, Tableau, TensorFlow, Scala",Bachelor,2,Consulting,2024-12-30,2025-02-06,2070,5.3,Cognitive Computing
AI Architect,61352,USD,MI,CT,Japan,M,Japan,100,"Git, Python, NLP, Linux",Master,3,Technology,2025-04-25,2025-06-24,1942,6.3,TechCorp Inc
Robotics Engineer,91689,USD,MI,CT,Ireland,M,Ireland,100,"PyTorch, TensorFlow, Mathematics, Statistics",Master,3,Technology,2024-02-18,2024-04-18,996,7.0,Future Systems
Data Engineer,67580,USD,MI,FT,South Korea,L,Austria,50,"R, TensorFlow, Hadoop",Bachelor,2,Healthcare,2024-10-06,2024-10-20,1442,8.3,AI Innovations
Autonomous Systems Engineer,127574,CHF,MI,CT,Switzerland,S,Canada,0,"TensorFlow, Azure, Spark, Kubernetes",Master,4,Finance,2024-09-18,2024-10-23,733,9.1,Quantum Computing Inc
Data Scientist,84698,USD,MI,FT,Finland,L,Finland,100,"Linux, Spark, Tableau, NLP, SQL",Master,4,Transportation,2024-05-13,2024-07-01,1650,6.9,TechCorp Inc
Machine Learning Researcher,165186,GBP,SE,FT,United Kingdom,L,United Kingdom,100,"Hadoop, Docker, Kubernetes",PhD,8,Retail,2024-01-20,2024-02-19,2312,8.9,Machine Intelligence Group
Robotics Engineer,109629,USD,SE,CT,South Korea,S,Poland,100,"MLOps, Kubernetes, GCP",Associate,6,Finance,2024-04-12,2024-05-19,811,6.7,DataVision Ltd
AI Research Scientist,81483,EUR,MI,CT,Germany,M,Ireland,0,"Linux, AWS, Python",Bachelor,4,Gaming,2025-03-26,2025-04-13,1391,9.8,AI Innovations
Head of AI,44859,EUR,EN,CT,France,S,France,0,"Azure, Tableau, GCP",PhD,1,Healthcare,2024-11-21,2024-12-31,1364,5.3,Advanced Robotics
Data Engineer,152265,EUR,EX,FT,Netherlands,S,Netherlands,50,"MLOps, Python, Computer Vision, Linux, TensorFlow",Master,12,Media,2025-04-16,2025-05-25,1049,9.7,AI Innovations
Deep Learning Engineer,87321,EUR,MI,CT,Germany,L,Germany,50,"Git, Computer Vision, Java",PhD,3,Healthcare,2024-01-11,2024-03-01,2443,10.0,Smart Analytics
Autonomous Systems Engineer,82744,JPY,MI,PT,Japan,M,South Africa,0,"GCP, Docker, Java, SQL",PhD,4,Gaming,2024-01-23,2024-02-19,1773,7.4,Machine Intelligence Group
NLP Engineer,194324,SGD,EX,CT,Singapore,S,Singapore,100,"Java, Python, Statistics",Master,12,Finance,2024-12-08,2025-01-19,1413,5.9,Machine Intelligence Group
Computer Vision Engineer,42031,USD,EN,FT,Finland,M,Finland,50,"PyTorch, Mathematics, SQL, Computer Vision",Bachelor,0,Transportation,2024-02-08,2024-03-05,1974,5.2,Neural Networks Co
Research Scientist,83102,USD,EN,FT,Norway,S,Norway,0,"Spark, TensorFlow, Mathematics",Bachelor,1,Technology,2024-12-30,2025-01-29,1586,5.5,AI Innovations
ML Ops Engineer,202122,USD,EX,CT,Denmark,M,Australia,50,"GCP, R, Git, TensorFlow",PhD,16,Energy,2024-09-23,2024-12-01,1479,9.8,Smart Analytics
AI Specialist,101550,JPY,MI,CT,Japan,M,Russia,0,"AWS, R, Deep Learning, Python",Master,4,Transportation,2024-05-27,2024-07-19,2250,7.9,TechCorp Inc
NLP Engineer,160700,USD,EX,FT,Israel,M,Israel,100,"Spark, GCP, Scala",Bachelor,18,Consulting,2025-04-15,2025-05-22,1966,6.4,Digital Transformation LLC
Head of AI,99967,USD,SE,PT,Sweden,S,Sweden,50,"R, Java, AWS",Associate,6,Media,2024-12-31,2025-03-06,516,8.1,Neural Networks Co
Data Analyst,80632,USD,EN,FT,Norway,S,Norway,100,"Tableau, GCP, Linux",PhD,1,Media,2024-01-09,2024-02-12,845,9.2,Advanced Robotics
Principal Data Scientist,111678,USD,SE,CT,Singapore,M,Singapore,0,"TensorFlow, AWS, GCP, Spark, Deep Learning",Bachelor,9,Retail,2025-04-28,2025-07-05,2069,5.1,Algorithmic Solutions
AI Architect,92358,EUR,SE,FL,Austria,S,Finland,50,"GCP, Kubernetes, AWS, Computer Vision",Associate,8,Manufacturing,2024-10-03,2024-12-02,2090,9.0,DataVision Ltd
Data Engineer,166806,USD,SE,CT,Singapore,L,Singapore,50,"MLOps, Scala, Mathematics, Data Visualization, Python",PhD,7,Healthcare,2025-02-06,2025-04-08,1096,7.9,Predictive Systems
AI Architect,47182,USD,EN,FL,China,S,Norway,0,"Python, TensorFlow, Git, NLP",Associate,0,Telecommunications,2024-06-13,2024-07-07,562,5.6,TechCorp Inc
AI Software Engineer,185311,USD,EX,PT,Finland,M,Finland,50,"Hadoop, GCP, NLP, AWS, Tableau",PhD,15,Gaming,2024-09-07,2024-10-11,1773,8.5,Smart Analytics
Data Engineer,144886,AUD,SE,FT,Australia,L,Australia,0,"Git, GCP, Linux, Computer Vision",Master,8,Manufacturing,2024-07-09,2024-09-11,1834,8.3,Future Systems
Machine Learning Researcher,146969,EUR,SE,CT,Germany,L,Germany,0,"Azure, Scala, GCP, Java, Spark",Master,5,Finance,2025-01-12,2025-02-18,1996,6.6,AI Innovations
AI Product Manager,193448,USD,SE,FT,Norway,L,Norway,100,"Scala, Git, Java",Associate,9,Consulting,2025-01-02,2025-03-11,579,6.6,Cognitive Computing
AI Software Engineer,123156,USD,SE,FT,Sweden,M,Sweden,0,"R, Java, Spark, Data Visualization",Master,7,Education,2024-10-28,2024-12-18,1827,7.5,DataVision Ltd
AI Architect,152826,USD,EX,FT,Singapore,M,Singapore,0,"AWS, SQL, Java, Scala",Bachelor,13,Transportation,2025-03-23,2025-05-25,1949,9.0,Smart Analytics
AI Consultant,115690,JPY,MI,CT,Japan,L,Latvia,100,"Spark, Scala, Tableau, SQL",Master,3,Automotive,2024-11-25,2025-02-05,2463,9.8,Neural Networks Co
Computer Vision Engineer,150029,SGD,SE,FL,Singapore,L,Singapore,100,"GCP, Kubernetes, Java",Associate,7,Manufacturing,2025-01-24,2025-03-15,1856,7.4,Autonomous Tech
AI Product Manager,95662,USD,SE,PT,South Korea,L,South Korea,100,"NLP, SQL, Scala, Tableau, Java",Associate,7,Finance,2024-07-18,2024-09-18,834,9.6,TechCorp Inc
AI Product Manager,91606,USD,MI,CT,Singapore,S,Singapore,0,"Kubernetes, Data Visualization, Azure",Associate,4,Media,2024-05-10,2024-06-02,598,9.5,Smart Analytics
Computer Vision Engineer,101785,USD,EN,CT,Norway,M,Norway,0,"Python, Azure, Deep Learning, Mathematics",Master,0,Energy,2025-03-27,2025-05-16,2278,6.0,Predictive Systems
Robotics Engineer,66556,USD,SE,PT,China,S,China,50,"Java, Computer Vision, NLP",Bachelor,7,Manufacturing,2024-07-21,2024-09-13,2453,8.1,Digital Transformation LLC
Deep Learning Engineer,101619,USD,MI,CT,United States,L,United States,0,"Java, Deep Learning, Docker",Bachelor,4,Consulting,2024-12-09,2025-01-12,2175,9.9,Future Systems
AI Product Manager,210360,USD,EX,PT,Ireland,L,Hungary,50,"Python, Computer Vision, Mathematics",Master,11,Government,2024-10-08,2024-12-06,1305,7.1,DeepTech Ventures
AI Specialist,64346,USD,MI,CT,Finland,L,Finland,100,"Linux, Spark, R, Deep Learning",PhD,3,Technology,2024-12-28,2025-01-11,959,6.3,Neural Networks Co
Principal Data Scientist,134383,USD,SE,CT,Norway,S,Singapore,0,"Deep Learning, SQL, R",Associate,9,Automotive,2024-11-17,2025-01-11,2267,7.8,DataVision Ltd
AI Specialist,82442,SGD,MI,FL,Singapore,S,Singapore,100,"AWS, TensorFlow, Git",Associate,3,Transportation,2024-02-28,2024-03-16,2365,8.8,Machine Intelligence Group
Research Scientist,92546,EUR,MI,FL,Netherlands,L,Netherlands,0,"R, Java, SQL",PhD,4,Transportation,2025-03-03,2025-03-17,1865,5.2,Cloud AI Solutions
Autonomous Systems Engineer,51029,USD,MI,FT,Finland,M,Finland,50,"Scala, Git, Mathematics",PhD,2,Media,2024-02-08,2024-03-01,1579,6.7,Autonomous Tech
Machine Learning Engineer,84934,USD,MI,PT,Sweden,M,Sweden,50,"PyTorch, Linux, GCP, TensorFlow, Kubernetes",Master,3,Healthcare,2024-04-21,2024-06-02,740,6.1,TechCorp Inc
AI Architect,154652,USD,SE,FT,Canada,L,Canada,50,"Mathematics, R, Java",Associate,9,Manufacturing,2024-03-10,2024-03-25,518,8.3,AI Innovations
Autonomous Systems Engineer,206793,CHF,SE,PT,Switzerland,L,Switzerland,50,"SQL, TensorFlow, GCP, Kubernetes",Bachelor,9,Retail,2024-09-04,2024-10-09,1451,7.9,Predictive Systems
Head of AI,99552,GBP,MI,CT,United Kingdom,L,United Kingdom,100,"Azure, TensorFlow, GCP, Kubernetes, Computer Vision",PhD,3,Manufacturing,2024-06-16,2024-07-10,1141,7.8,Predictive Systems
Research Scientist,202703,USD,EX,CT,Israel,L,Israel,50,"SQL, Deep Learning, Scala",Master,13,Consulting,2025-03-27,2025-05-14,2185,9.3,Smart Analytics
AI Product Manager,190529,EUR,EX,FT,Germany,M,Germany,50,"TensorFlow, SQL, Azure, Deep Learning",PhD,17,Education,2024-01-18,2024-02-18,1764,6.6,Machine Intelligence Group
Research Scientist,125206,GBP,SE,CT,United Kingdom,M,Indonesia,50,"Deep Learning, Tableau, Kubernetes, Git",Master,7,Media,2024-09-26,2024-10-16,1042,8.2,Digital Transformation LLC
AI Consultant,50080,USD,EN,CT,Israel,S,Israel,100,"Deep Learning, Python, Mathematics",Bachelor,1,Technology,2025-01-27,2025-04-06,2110,6.6,Autonomous Tech
NLP Engineer,114023,USD,EX,PT,Finland,L,Finland,50,"Kubernetes, Java, SQL, Azure",Associate,14,Healthcare,2024-02-20,2024-04-27,1174,7.5,Future Systems
AI Product Manager,119167,USD,MI,CT,Denmark,M,Denmark,100,"Linux, Azure, MLOps, Kubernetes",Master,2,Automotive,2024-04-27,2024-06-12,1621,9.3,DataVision Ltd
AI Specialist,118702,AUD,SE,CT,Australia,M,New Zealand,50,"AWS, MLOps, Hadoop, NLP, R",Master,5,Government,2025-01-21,2025-03-23,2213,8.3,Neural Networks Co
Data Analyst,120788,EUR,SE,PT,Germany,L,Germany,50,"Spark, Linux, Deep Learning, Git, TensorFlow",Associate,7,Retail,2024-07-24,2024-09-15,606,8.3,Cognitive Computing
